English,ASL Gloss
It is important to unplug your electronics when you go on vacation,TIME GO VACATION IMPORTANT UNPLUG YOUR ELECTRONICS
Laughter is good for your mental health,LAUGH GOOD FOR YOUR MENTAL HEALTH
I like to cuddle up with my cat,MY CAT ME LIKE CUDDLE
Deaf history includes the history of deaf people and their culture,DEAF HISTORY INCLUDE WHAT HISTORY AND CULTURE
Hawaii is a great place to go surfing,GREAT PLACE SURF WHERE HAWAII
Pizza and movie night is every Friday,EVERY FRIDAY NIGHT WHAT PIZZA MOVIE
Do you want to join our bowling league,OUR BOWLING XXXXX JOIN-US YOU WANT
After retirement I plan to move to XXXXX,FUTURE ME RETIRE DO-DO MOVE XXXXX
If you brush your teeth everyday you won't have bad breath,IF EVERYDAY BRUSH-TEETH BAD BREATH YOU NOT HAVE
Hello how are you,HELLO HOW YOU
How are you,HOW YOU
How have you been,UP TILL NOW HOW YOU
I'm lousy,ME FEEL LOUSY
I have been busy,ME BUSY BUSY BUSY
Hello what have you been up to,HELLO WHAT'S UP
What have you been up to,WHAT'S UP
I'm glad to see you,ME HAPPY SEE YOU
It's good to see you,GOOD SEE YOU
I haven't seen you for a long time,SEE NO LONG
How was your day,HOW YOUR DAY
Was your day good,YOUR DAY GOOD
What did you do today,TODAY YOU DO-DO
I went to school,SCHOOL ME WENT
I worked all day,ALL DAY WORK ME
I cleaned the house and did the laundry,HOUSE CLEAN LAUNDRY ME
I watched TV,TV WATCH ME
How are you feeling,HOW YOU FEEL
I don't feel well I have a cold,ME NOT FEEL GOOD ME HAVE COLD
I feel great Thank you for asking,ME FEEL GREAT THANK YOU ASK-ME
I feel so so I have a headache,SO-SO HEADACHE ME HAVE
What did you do in school,SCHOOL YOU DO-DO
What did you learn in school,YOU LEARN WHAT
Math English Social Studies Science,MATH ENGLISH SOCIAL STUDIES SCIENCE
Art Gym Student Council Yearbook,ART GYM STUDENT COUNCIL YEARBOOK
What's the weather like today,TODAY WEATHER WHAT
It's sunny,SUNNY
It's raining,RAIN
It's clear outside,CLEAR
Snowing,SNOW
It's windy,WINDY
It's cold,COLD
It's hot,HOT
It's warm,WARM
I think it is supposed to rain all week,ALL WEEK SUPPOSED-TO RAIN ME THINK
What is the temperature outside,TEMPERATURE OUTSIDE WHAT
Are you taking a sign language class,SIGN LANGUAGE CLASS TAKE-UP YOU
Yes I'm taking a sign language class,YES SIGN LANGUAGE CLASS TAKE ME
No I'm not taking a sign language class,NO SIGN LANGUAGE CLASS ME NOT TAKE
No I am not taking a sign language class now but I will take a class next semester,SIGN LANGUAGE CLASS ME NOT TAKE NOW BUT NEXT SEMESTER CLASS TAKE I
Where are you taking class at,CLASS YOU TAKE WHERE
I am taking class at Chicago Community College,ME TAKE-UP CLASS CHICAGO COMMUNITY COLLEGE
I am taking an online class,ONLINE CLASS ME TAKE-UP
I am taking a class at my local library,CLASS ME TAKE-UP WHERE MY LOCAL LIBRARY
Is your teacher deaf or hearing,YOUR TEACHER DEAF HEARING WHICH
My teacher is deaf,MY TEACHER DEAF
My teacher is hearing but is a CODA,MY TEACHER HEARING BUT HERSELF CODA
My teacher is XXXXX,MY TEACHER XXXXX
Why are you taking a sign language class,SIGN LANGUAGE CLASS YOU TAKE-UP WHY
I am taking the class because I want to be an interpreter,CLASS ME TAKE-UP WHY ME WANT BECOME INTERPRETER
I am taking the class so I can communicate with my deaf friends,CLASS ME TAKE-UP WHY ME WANT COMMUNICATE WITH DEAF FRIENDS
I am taking the class for fun I like to learn new languages,CLASS ME TAKE-UP FOR #FUN NEW LANGUAGES LEARN ME LIKE
What is your name,YOUR NAME WHAT
Where do you live,YOU LIVE WHERE
I live in Michigan,ME LIVE #MICH
I live in Detroit,ME LIVE DETROIT
I live in Washington DC,ME LIVE WASHINGTON DC
Where are you from,YOU FROM WHERE
I'm from Michigan,ME FROM #MICH
I am from Miami Florida,ME FROM MIAMI #FLA
I am from Los Angeles California,FROM #LA CALIFORNIA
Where did you grow up,YOU GROW UP WHERE
I grew up in Indiana,ME GREW UP #IND
I grew up in Indianapolis Indiana,ME GREW UP INDIANAPOLIS #IND
I grew up in Minneapolis Minnesota,GREW UP MINNEAPOLIS #MINN
I grew up in Pittsburgh Pennsylvania,ME GREW UP PITTSBURGH #PA
Where were you born,YOU BORN WHERE
I was born in New York,ME BORN NEW YORK
I was born in London England,ME BORN LONDON ENGLAND
I was born in Houston Texas,ME BORN HOUSTON TEXAS
Where do you work,YOU WORK WHERE
I work at a university,UNIVERSITY ME WORK
What do you do,YOU WORK YOU DO-DO
I'm a teacher,TEACHER ME
I'm an interpreter,INTERPRETER ME
I'm an author,AUTHOR ME
Are you married,MARRIAGE YOU
Are you single,SINGLE YOU
I'm divorced,DIVORCED ME
I'm separated,SEPARATED ME
Do you have any children,CHILDREN HAVE YOU
How many children do you have,CHILDREN YOU HAVE HOW MANY
I have 2 children 1 boy and 1 girl,2 CHILDREN ME HAVE 1 BOY 1 GIRL
Yes I live in a house,YES HOUSE ME LIVE
No I live in an apartment,NO ME LIVE APARTMENT
No I live in a townhouse,NO ME LIVE #TH
How many bedrooms and bathrooms do you have,BEDROOMS BATHROOMS YOU HAVE HOW MANY
I have 3 bedrooms and 2 bathrooms,ME HAVE 3 BEDROOMS 2 BATHROOMS
When is your birthday,YOUR BIRTHDAY WHEN
I am excited my birthday is tomorrow,TOMORROW MY BIRTHDAY ME EXCITED
Where do you like to shop,YOU LIKE SHOP WHERE
I like to go to XXXXX,ME LIKE GO-TO XXXXX
I only shop online,ONLY SHOP ONLINE
I enjoy browsing at XXXXX,XXXXX LOOKING-AROUND ENJOY ME
I need to buy new comfortable shoes before I go to Disney World,NEW COMFORTABLE SHOES NEED BUY ME WHY DISNEY WORLD GO-TO WILL ME
Do you have any hobbies,#HOBBY ANY YOU HAVE
I like to golf and play hockey,GOLF PLAY HOCKEY ME LIKE
I sew often,SEW OFTEN ME
I like to watch college football,COLLEGE FOOTBALL WATCH ME LIKE
I love watching sports every Saturday,EVERY SATURDAY #SPORTS WATCH ME LOVE
What do you like to do on your time off,YOU OFF YOU LIKE DO-DO
I like to relax at home,ME LIKE HOME RELAX
I like going to the movies,MOVIE GO-TO ME LIKE
I love to shop,SHOPPING LOVE ME
My favorite time to swim is 8 in the morning,MY FAVORITE TIME SWIM WHEN 8 MORNING
Do you like to travel,TRAVEL YOU ENJOY
Yes I enjoy traveling,YES ME ENJOY TRAVEL
No I do not like to travel,NO ME DON'T-LIKE TRAVEL
I visited Gallaudet University two years ago,2 YEARS AGO GALLAUDET UNIVERSITY ME VISIT
Have you been outside of the country before,TOUCH-FINISH OTHER COUNTRY YOU
Yes I've been to France Germany Switzerland,YES FRANCE GERMANY SWITZERLAND TOUCH-FINISH ME
No but next year I am going to England Scotland and Ireland,NO BUT NEXT-YEAR ENGLAND SCOTLAND IRELAND ME TRAVEL
No I've never been to another country because I'm afraid to fly,NO NOT-YET TOUCH OTHER COUNTRY WHY AFRAID FLY ME
What is your favorite color,YOUR FAVORITE COLOR WHAT
My favorite color is green,MY FAVORITE COLOR GREEN
My favorite drink is apple XXXXX,MY FAVORITE DRINK WHAT APPLE XXXXX
What is your favorite sport to watch,YOUR FAVORITE SPORT WATCH WHAT
My favorite sport to watch is college football,MY FAVORITE SPORT WATCH WHAT COLLEGE FOOTBALL
What is your favorite sport to play,YOUR FAVORITE SPORT PLAY WHAT
My favorite sport is basketball,MY FAVORITE SPORT PLAY BASKETBALL
Do you like to watch baseball,BASEBALL WATCH YOU LIKE
Have you eaten yet,EAT YOU NOT-YET
Yes I already ate dinner,YES DINNER EAT-FINISH
No I'm starving,NO STARVING ME
I'm going out to eat later,LATER GO-OUT EAT ME
Where do you want to go for lunch,LUNCH YOU WANT GO WHERE
I want to go to Subway,SUBWAY GO-TO ME WANT
I would rather eat at home tonight,TONIGHT STAY HOME EAT ME PREFER
What are you going to order,YOU ORDER WHAT
I want a hamburger french fries and pop,HAMBURGER FRENCH FRIES POP ME WANT
I want spaghetti and a greek salad without XXXXX,SPAGHETTI GREEK SALAD WITHOUT XXXXX ME WANT
I'm not hungry I'll just order soup,ME NOT HUNGRY SOUP ORDER FINISH
Do you want a drink,DRINK WANT YOU
I want a coke,ME WANT COKE
I want a large ice tea,ME WANT LARGE #ICE TEA
I want a black coffee please,ME WANT COFFEE BLACK PLEASE
I need a drink of water,WATER DRINK ME NEED
Would you like dessert,DESSERT YOU WANT
No I'm full,NO ME FULL
Yes of course what do you have,YES OF COURSE YOU HAVE WHAT
I want chocolate ice cream,YES CHOCOLATE ICE CREAM ME WANT
What is your favorite food,YOUR FAVORITE FOOD WHAT
I love bacon eggs and toast,BACON EGGS TOAST ENJOY ME
I love apples I eat one every day,APPLES ME LOVE EVERY DAY EAT ME
I love warm chocolate chip cookies,WARM CHOCOLATE CHIP COOKIES ENJOY ME
My favorite food is pizza,MY FAVORITE FOOD WHAT PIZZA
I love anything that has chocolate in it,ME LOVE ANYTHING HAVE CHOCOLATE INSIDE
I love to cook hamburgers on the XXXXX,XXXXX HAMBURGERS COOK ME LOVE
What is your favorite drink,YOUR FAVORITE DRINK WHAT
My favorite author is me,MY FAVORITE AUTHOR WHO ME
Do you want to go out,GO-OUT WANT YOU
Yes where do you want to go,YES YOU WANT GO-OUT WHERE
What time do you want to go,GO TIME YOU WANT
Why don't we meet at 3:30pm,WHY NOT MEET TIME 3:30
Does 7pm work,TIME 7 NIGHT ACCEPT YOU
What is your favorite book,YOUR FAVORITE BOOK WHAT
My favorite book is XXXXX,MY FAVORITE BOOK XXXXX
My favorite book is XXXXX,MY FAVORITE BOOK XXXXX
Who is your favorite author,YOUR FAVORITE AUTHOR WHO
My favorite author is XXXXX,MY FAVORITE AUTHOR XXXXX
My favorite author is XXXXX,MY FAVORITE AUTHOR XXXXX
Are you feeling better,YOU FEELING BETTER YOU
I haven't seen you in a long time,NOT SEEN SINCE
Where have you been,WHERE YOU BEEN
Where have you been,WHERE YOU SINCE
Everything is the same,NOTHING STATUS QUO
Yes I feel better,YES FEEL BETTER
My thirteen year old daughter is an old soul,MY DAUGHTER OLD THIRTEEN QUOTE OLD SOUL
The milk was no good so I tossed it,MILK NO GOOD TOSS
Would you please toss the salad,SALAD TOSS DON'T-MIND YOU
My cousin tried to fool my grandma and steal her money,MY COUSIN TRIED FOOL MY GRANDMA STEAL HER MONEY
My sister is really good at tossing balls,BALL MY SISTER EXPERT TOSS
My friends are coming to my house for supper tomorrow,TOMORROW MY HOUSE FRIENDS COME SUPPER
To be successful it helps to have good grammar,YOU WANT SUCCESS IMPORTANT HAVE GOOD GRAMMAR
My family always gets together for Independence Day every year,EVERY YEAR INDEPENDENCE DAY MY FAMILY ALWAYS GET-TOGETHER
Yesterday I tossed out my old clothes,YESTERDAY ME TOSSED OUT MY OLD CLOTHES
I enjoy having a conversation with my deaf friends,MY DEAF FRIENDS ME ENJOY CONVERSATION
"Lowell Myers was a deaf man who grew up in Chicago He wrote the book ""The Law and the Deaf""","XXXXX M-Y-E-R-S HIMSELF DEAF GROW UP WHERE CHICAGO WROTE BOOK QUOTE ""T-H-E L-A-W AND T-H-E DEAF"""
Regina Hughes was the first deaf artist to have a solo show at the Smithsonian,REGINA HUGHES HERSELF FIRST DEAF ARTIST HAVE SOLO SHOW WHERE SMITHSONIAN
I always tell my students to reach for the stars,ME ALWAYS TELL MY STUDENTS QUOTE REACH FOR STARS
The famous painting sold for a million dollars at the auction,FAMOUS PAINTING SOLD AUCTION HOW MUCH ONE MILLION DOLLARS
It will soon be time to decorate for Christmas,SOON TIME NEAR DECORATE CHRISTMAS
Honesty is very important in a relationship,RELATIONSHIP IMPORTANT WHAT HONESTY
The milk was no good so I threw it away,MILK NO GOOD THREW AWAY
Do you live in a house,HOUSE YOU LIVE
Long time no see,LONG NO SEE
How have you been doing,HOW YOU
Long time no see How have you been doing,LONG SEE NO HOW YOU
My child is XXXXX,CHILDREN MY XXXXX
I write everyday,EVERYDAY ME WRITE
I clean everyday,EVERYDAY ME CLEAN
Wait a moment the phone is ringing,ONE MOMENT PHONE THERE RING
Are you busy,BUSY-BUSY
I teach,ME TEACH
Where do you work now,YOU WORK NOW WHERE
Where do you work now,WHERE YOU WORK NOW WHERE
He is a social drinker,SOCIAL DRINKING HE
Do you use XXXXX,XXXXX YOU USE
Santa loves hot cocoa and cookies,SANTA LOVES HOT COCOA COOKIES
Deaf people use a teletypewriter to communicate over the phone,DEAF PEOPLE COMMUNICATE THROUGH TELEPHONE HOW USE TELETYPEWRITER
Wait a moment the telephone is ringing,ONE MOMENT TELEPHONE THERE RING
Merry Christmas and a Happy New Year,MERRY CHRISTMAS HAPPY NEW YEAR
I couldn't drink the milk because it was sour,ME COULD NOT DRINK MILK WHY SOUR
My mother got diabetes when she was 57,MY MOTHER AGE 57 HIT DIABETES
My neighbor is kind because he mows my yard,MY NEIGHBOR HE KIND MOW MY YARD
My house has a good security system,GOOD SECURITY SYSTEM MY HOUSE HAS
Don't forget to set your clock to fall back in the Fall,FALL DON'T FORGET FALL BACK
Don't forget time springs forward in the Spring,SPRING DON'T FORGET TIME SPRING FORWARD
Al Roker is my favorite weather person,AL ROKER HE MY FAVORITE WEATHER PERSON
I'm proud of my grandson because out of 30 questions on his spelling test he only got 2 wrong,SPELLING TEST 30 QUESTION MY GRANDSON ONLY 2 WRONG ME PROUD
In 1864 Abraham Lincoln approved Gallaudet College to award degrees,YEAR 1864 ABRAHAM LINCOLN APPROVED GALLAUDET COLLEGE AWARDED DEGREES
I don't sew because I'm all thumbs,SEWING ME ALL THUMBS
I couldn't pay attention to the movie because I had ants in my pants,MOVIE ME CAN'T PAY ATTENTION ME ANTS IN YOUR PANTS
I had an axe to grind with the bakery after they messed up my birthday cake,BAKERY MESSED UP MY BIRTHDAY CAKE ME AXE TO GRIND
Please stop beating around the bush and get to the point,PLEASE STOP BEATING AROUND THE BUSH GET TO THE POINT
I like to surprise my better half by bringing him breakfast in bed on Valentine's Day,VALENTINE'S DAY ME LIKE SURPRISE MY BETTER HALF HOW BREAKFAST BED ME BRING
I feel like I'm between a rock and a hard place when I have to choose where to eat for Thanksgiving between my family's house or my husband's family's house,THIS THANKSGIVING EAT MY FAMILY HUSBANDS FAMILY ME BETWEEN A ROCK AND A HARD PLACE WHICH THIS OR THAT
I need to bite the bullet and clean my messy basement,MESSY BASEMENT MUST CLEAN BITE THE BULLET ME
I feel bad for my sister because her boyfriend has been catting around and she doesn't know it,MY SISTERS BOYFRIEND CATTING AROUND ME FEEL BAD SHE CLUELESS
Why are you crabby Chill out,WHY YOU CRABBY CHILL OUT
There is no way I'm buying that bag It costs an arm and a leg,THAT BAG NO ME NOT BUY COST AN ARM AND A LEG
Cut the bull You always lie,YOU LIE LIE LIE CUT THE BULL
Most people think learning ASL is easy peasy but no it is challenging,MOST PEOPLE THINK LEARNING ASL EASY PEASY NO CHALLENGING
I move to a new apartment soon,NEW #APT ME MOVE SOON
I plan to ask my dad to borrow his car,MY FATHER HIS CAR ME PLAN #ASK BORROW
Wow This week I am busy,WOW THIS WEEK ME #BUSY
I went to the doctor to test my cholesterol and it was high,DOCTOR ME GO TEST #CHOL HIGH
My parents are members of the Indianapolis Deaf Club,INDIANAPOLIS DEAF #CLUB MY PARENTS MEMBERS
My father worked at the XXXXX for many years,XXXXX MANY YEARS MY FATHER WORK THERE
Do you want to go to the new barbecue restaurant that recently opened,RECENTLY NEW #BBQ RESTAURANT OPEN WANNA GO
Don't forget to get a flu shot this year,THIS YEAR #FLU SHOT DON'T FORGET
Don't forget to get a flu shot this year,THIS YEAR #FLU SHOT DON'T FORGET
I bought bananas two days ago and now they are no good,TWO DAYS AGO ME BOUGHT BANANAS NOW #NG
That restaurant only accepts cash,THAT RESTAURANT ONLY ACCEPTS #CASH
While I was biking I accidentally swallowed a bug,ME BIKING WRONG #BUG SWALLOW
I like books,ME LIKE BOOKS
I love books,ME LOVE BOOKS
I dislike books,ME DISLIKE BOOKS
I hate books,ME HATE BOOKS
Do you like books,YOU LIKE BOOKS
I like trees,ME LIKE TREES
I love trees,ME LOVE TREES
I dislike trees,ME DISLIKE TREES
I hate trees,ME HATE TREES
Do you like trees,YOU LIKE TREES
I like ice cream,ME LIKE ICE CREAM
I love ice cream,ME LOVE ICE CREAM
I dislike ice cream,ME DISLIKE ICE CREAM
I hate ice cream,ME HATE ICE CREAM
Do you like ice cream,YOU LIKE ICE CREAM
XXXXX loves XXXXX,XXXXX LOVES XXXXX
XXXXX hates XXXXX,XXXXX HATES XXXXX
I like telephones,ME LIKE TELEPHONES
I love telephones,ME LOVE TELEPHONES
I dislike telephones,ME DISLIKE TELEPHONES
I hate telephones,ME HATE TELEPHONES
Do you like telephones,YOU LIKE TELEPHONES
I love my telephone,ME LOVE MY TELEPHONE
What time is it,WHAT TIME
Is it time to eat,TIME EAT
Is it time to call you,TIME CALL
What time is it,TIME
I like to drink,ME LIKE DRINK
I love to drink,ME LOVE DRINK
I don't like to drink,ME DON'T LIKE DRINK
I hate to drink,ME HATE DRINK
Do you like to drink,YOU LIKE DRINK
I like to eat,ME LIKE EAT
I love to eat,ME LOVE EAT
I don't like to eat,ME DON'T LIKE EAT
I hate to eat,ME HATE EAT
Do you like to eat,YOU LIKE EAT
I like airplanes,ME LIKE AIRPLANES
I don't like airplanes,ME DON'T LIKE AIRPLANES
I hate airplanes,ME HATE AIRPLANES
Do you like airplanes,YOU LIKE AIRPLANES
XXXXX hates airplanes,XXXXX HATES AIRPLANES
I like cars,ME LIKE CARS
I love cars,ME LOVE CARS
I hate cars,ME HATE CARS
Do you like cars,YOU LIKE CARS
I like motorcycles,ME LIKE MOTORCYCLES
I love motorcycles,ME LOVE MOTORCYCLES
I don't like motorcycles,ME DON'T LIKE MOTORCYCLES
I hate motorcycles,ME HATE MOTORCYCLES
Do you like motorcycles,YOU LIKE MOTORCYCLES
XXXXX loves motorcycles,XXXXX LOVES MOTORCYCLES
Yes I love motorcycles and airplanes,YES ME LOVE MOTORCYCLES AIRPLANES
I like bicycles,ME LIKE BICYCLES
I love bicycles,ME LOVE BICYCLES
I don't like bicycles,ME DON'T LIKE BICYCLES
I hate bicycles,ME HATE BICYCLES
Do you like bicycles,YOU LIKE BICYCLES
Do you bike,YOU BIKE
I like to walk,ME LIKE WALK
I love to walk,ME LOVE WALK
I don't like to walk,ME DON'T LIKE WALK
I hate to walk,ME HATE WALK
Do you like to walk,YOU LIKE WALK
I like babies,ME LIKE BABIES
I love babies,ME LOVE BABIES
I don't like babies,ME DON'T LIKE BABIES
I hate babies,ME HATE BABIES
Do you like babies,YOU LIKE BABIES
XXXXX loves babies,XXXXX LOVES BABIES
I love my baby,ME LOVE MY BABY
I like balls,ME LIKE BALLS
I love balls,ME LOVE BALLS
I don't like balls,ME DON'T LIKE BALLS
I hate balls,ME HATE BALLS
Do you like balls,YOU LIKE BALLS
I like milk,ME LIKE MILK
I love milk,ME LOVE MILK
I don't like milk,ME DON'T LIKE MILK
I hate milk,ME HATE MILK
Do you like milk,YOU LIKE MILK
XXXXX hates milk,XXXXX HATES MILK
Do you drink milk,YOU DRINK MILK
I like pencils,ME LIKE PENCILS
I love pencils,ME LOVE PENCILS
I don't like pencils,ME DON'T LIKE PENCILS
I hate pencils,ME HATE PENCILS
Do you like pencils,YOU LIKE PENCILS
I like to write,ME LIKE WRITE
I love to write,ME LOVE WRITE
I don't like to write,ME DON'T LIKE WRITE
I hate to write,ME HATE WRITE
Do you like to write,YOU LIKE WRITE
XXXXX loves writing,XXXXX LOVES WRITING
I love to write books,ME LOVE WRITE BOOKS
Do you write books,YOU WRITE BOOKS
I like typing,ME LIKE TYPING
I love typing,ME LOVE TYPING
I don't like typing,ME DON'T LIKE TYPING
I hate typing,ME HATE TYPING
Do you like typing,YOU LIKE TYPING
Can you type,YOU TYPE
I like playing the piano,ME LIKE PIANO
I love playing the piano,ME LOVE PIANO
I don't like playing the piano,ME DON'T LIKE PIANO
I hate playing the piano,ME HATE PIANO
Do you love playing the piano,YOU LOVE PIANO
I love my XXXXX,ME LOVE MY XXXXX
Are you deaf,YOU DEAF
Are you hearing or deaf,YOU HEARING DEAF
Are you hearing,YOU HEARING
Are you hard of hearing,YOU HARD OF HEARING
I am hard of hearing,ME HARD OF HEARING
XXXXX hates me,XXXXX HATES ME
I love XXXXX,ME LOVE XXXXX
Do you love me,YOU LOVE ME
XXXXX loves me,XXXXX LOVES ME
XXXXX hates me,XXXXX HATES ME
I love my bicycle,ME LOVE MY BICYCLE
I hate my car,ME HATE MY CAR
Your name is XXXXX,YOUR NAME XXXXX
Your name is XXXXX,YOUR NAME XXXXX
